vuln,experiment,time
20,72,0.5165415001101792
30,72,0.48733569984324276
40,72,0.6059153000824153
50,72,0.7001641001552343
60,72,0.8541117999702692
5,73,0.41843919991515577
10,73,0.43224760005250573
20,73,0.3506248998455703
30,73,0.5034898999147117
40,73,0.6562087000347674
50,73,0.782427900005132
60,73,0.732235899893567
5,74,0.28993379999883473
10,74,0.37310390011407435
20,74,0.48324799980036914
30,74,0.5117925000376999
40,74,0.713638300076127
50,74,0.7322402000427246
60,74,0.8200537001248449
5,75,0.3205577000044286
10,75,0.3921266000252217
20,75,0.5028299000114202
30,75,0.5141797000542283
40,75,0.6337578999809921
50,75,0.8084223000332713
60,75,0.865385000128299
5,76,0.28022009995765984
10,76,0.3789244999643415
20,76,0.47421579994261265
30,76,0.49026860017329454
40,76,0.6753889999818057
50,76,0.7369784000329673
60,76,0.8132543999236077
5,77,0.37663690000772476
10,77,0.3681644999887794
20,77,0.3823490999639034
30,77,0.5211290000006557
40,77,0.6530749001540244
50,77,0.6111437999643385
60,77,0.737749399850145
5,78,0.2538597001694143
10,78,0.37577050016261637
20,78,0.39818250015378
30,78,0.43639100017026067
40,78,0.578898899955675
50,78,0.6603246000595391
60,78,0.8304577998351306
5,79,0.34407190000638366
10,79,0.36394359986297786
20,79,0.5090962999965996
30,79,0.5638933000154793
40,79,0.6169181000441313
50,79,0.7026399001479149
60,79,0.8592976999934763
5,80,0.39726049988530576
10,80,0.337458600057289
20,80,0.45831070002168417
30,80,0.4393416999373585
40,80,0.5503088000696152
50,80,0.6900953999720514
60,80,0.7984964000061154
5,81,0.3646589999552816
10,81,0.38683299999684095
20,81,0.46059769997373223
30,81,0.631954199867323
40,81,0.5975163001567125
50,81,0.5947539999615401
60,81,0.8000095000024885
5,82,0.2801230000331998
10,82,0.3467932001221925
20,82,0.3935537999495864
30,82,0.5580996999051422
40,82,0.5794530001003295
50,82,0.7476997999474406
60,82,0.7641632000450045
5,83,0.3690899000503123
10,83,0.38803069991990924
20,83,0.5200588998850435
30,83,0.591100700199604
40,83,0.5461303000338376
50,83,0.6789609000552446
60,83,0.7072167000733316
5,84,0.3401734000071883
10,84,0.39215640001930296
20,84,0.4203114998526871
30,84,0.549804899841547
40,84,0.7175599997863173
50,84,0.7997421999461949
60,84,0.8718154998496175
5,85,0.35901409992948174
10,85,0.39422250003553927
20,85,0.46727310004644096
30,85,0.5198687000665814
40,85,0.7611489000264555
50,85,0.875493599800393
60,85,0.9197128999512643
5,86,0.335856799967587
10,86,0.4069928000681102
20,86,0.4103683999273926
30,86,0.6553767998702824
40,86,0.6436687000095844
50,86,0.7662585999350995
60,86,0.8288231999613345
5,87,0.33107650000602007
10,87,0.4051575001794845
20,87,0.4809952999930829
30,87,0.6986440001055598
40,87,0.7359521000180393
50,87,0.7612756001763046
60,87,0.9524252000264823
5,88,0.3118690000846982
10,88,0.354033499956131
20,88,0.441984900040552
30,88,0.5229560998268425
40,88,0.674056300194934
50,88,0.7085573000367731
60,88,0.8055950999259949
5,89,0.34706819988787174
10,89,0.42157979984767735
20,89,0.38840060005895793
30,89,0.5964029999449849
40,89,0.7761399000883102
50,89,0.7890167001169175
60,89,0.794794199988246
5,90,0.33688750001601875
10,90,0.3516659000888467
20,90,0.47634709998965263
30,90,0.5898424000479281
40,90,0.6778024998493493
50,90,0.6804478000849485
60,90,0.8477364999707788
5,91,0.4056304001715034
10,91,0.42775420006364584
20,91,0.4670516001060605
30,91,0.5887852997984737
40,91,0.6250352000351995
50,91,0.6912903999909759
60,91,0.8073851999361068
5,92,0.3267218000255525
10,92,0.36667230003513396
20,92,0.3626888000871986
30,92,0.5415765999350697
40,92,0.5583772000391036
50,92,0.7624770998954773
60,92,0.7405367998871952
5,93,0.3040247999597341
10,93,0.3993156000506133
20,93,0.4649477999191731
30,93,0.4423212001565844
40,93,0.5808657000306994
50,93,0.779896599939093
60,93,0.8328414999414235
5,94,0.4018765001092106
10,94,0.4572870999109
20,94,0.49944519996643066
30,94,0.6592087999451905
40,94,0.639877000125125
50,94,0.7396478001028299
60,94,0.8112280000932515
5,95,0.3765259999781847
10,95,0.3594579000491649
20,95,0.45471430011093616
30,95,0.646756700007245
40,95,0.6271937000565231
50,95,0.6936514999251813
60,95,0.8071570000611246
5,96,0.40964689990505576
10,96,0.38909609988331795
20,96,0.43193119997158647
30,96,0.6177962000947446
40,96,0.6542475998867303
50,96,0.7683313000015914
60,96,0.7754470999352634
5,97,0.24352040002122521
10,97,0.3483915999531746
20,97,0.40843959990888834
30,97,0.5402571000158787
40,97,0.6024782999884337
50,97,0.8169879999477416
60,97,0.8805629999842495
5,98,0.36134890001267195
10,98,0.42879880010150373
20,98,0.5040255999192595
30,98,0.4829400999005884
40,98,0.611126100178808
50,98,0.736951099941507
60,98,0.7136530999559909
5,99,0.2836561999283731
10,99,0.4661975000053644
20,99,0.3741498999297619
30,99,0.6054543999489397
40,99,0.7805075999349356
50,99,0.8377219000831246
60,99,0.9609817999880761
